(close,close)
(setPublisher,setPublisher)
(hasPublisher,hasPublisher)
(addSubscriber,addSubscriber)
(removeSubscriber,removeSubscriber)
(sendFIR,sendFIR)
(init,init)
(setRemoteSdp,setRemoteSdp)
(getLocalSdp,getLocalSdp)
(setAudioReceiver,setAudioReceiver)
(setVideoReceiver,setVideoReceiver)
(getCurrentState,getCurrentState)
