robotjs-repack:0.6.4
frankda-newrelic-native-metrics:10.1.1
@nxtedition/rocksdb:13.5.5
speaker-prebuilt:1.5.45-windows-latest
@aleworm/usb:1.7.16
data-ann-native-addon-test:1.0.1
@todesktop/robotjs-prebuild:0.6.27
supreium-headless-gl:8.2.5
cpu-instructions:0.0.13
hyperiondb:3.1.6
@centrid/native-modules-prebuilds-creator:1.5.10
@mapnik/mapnik:4.6.10
@jutaz/fontnik:0.7.2
@johngiannelos-dev/mapnik:4.6.0
@meza/curseforge-fingerprint:1.1.42
ibmmq:2.1.4
